Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD-0094,2025-11-09,1182,Customer 1182,South,Tamil Nadu,Coimbatore,Technology,Headphones,1,6245.4,0.1,5620.86,845.77
ORD-0095,2025-04-27,1057,Customer 1057,North,Punjab,Ludhiana,Technology,Headphones,2,3134.3,0.05,5955.17,714.25
ORD-0096,2025-05-08,1017,Customer 1017,West,Gujarat,Ahmedabad,Furniture,Desk,3,7492.7,0.15,19106.38,1558.61
ORD-0097,2025-10-12,1177,Customer 1177,East,West Bengal,Kolkata,Home Appliances,Vacuum Cleaner,3,11322.64,0.0,33967.92,5853.19
ORD-0098,2025-03-04,1086,Customer 1086,North,Uttar Pradesh,Noida,Home Appliances,Blender,5,3422.31,0.05,16255.97,1623.91
ORD-0099,2025-02-01,1062,Customer 1062,East,Bihar,Patna,Office Supplies,Pen Set,5,349.99,0.05,1662.45,311.02
ORD-0100,2025-04-23,1246,Customer 1246,West,Gujarat,Surat,Technology,Keyboard,2,1594.62,0.1,2870.32,187.04
ORD-0101,2025-06-11,1202,Customer 1202,East,Odisha,Bhubaneswar,Office Supplies,Pen Set,4,420.3,0.2,1344.96,237.36
ORD-0102,2025-09-12,1216,Customer 1216,North,Haryana,Gurugram,Home Appliances,Blender,5,5475.24,0.05,26007.39,3302.98
ORD-0103,2025-03-19,1088,Customer 1088,West,Goa,Panaji,Home Appliances,Microwave,3,17626.49,0.15,44947.55,3107.63
ORD-0104,2025-05-31,1161,Customer 1161,West,Gujarat,Ahmedabad,Office Supplies,Printer Paper,5,260.61,0.0,1303.05,192.97
ORD-0105,2025-07-14,1234,Customer 1234,West,Maharashtra,Nagpur,Furniture,Office Chair,4,15967.85,0.05,60677.83,11212.04
ORD-0106,2025-12-08,1250,Customer 1250,West,Goa,Panaji,Technology,Mouse,4,596.16,0.15,2026.94,226.93
ORD-0107,2025-01-09,1014,Customer 1014,South,Karnataka,Bengaluru,Home Appliances,Blender,2,5667.39,0.05,10768.04,556.57
ORD-0108,2025-08-03,1098,Customer 1098,South,Kerala,Kochi,Home Appliances,Microwave,5,8183.91,0.15,34781.62,2022.01
ORD-0109,2025-03-17,1153,Customer 1153,North,Delhi,New Delhi,Furniture,Desk,5,7164.94,0.0,35824.7,6700.93
ORD-0110,2025-11-05,1249,Customer 1249,East,West Bengal,Kolkata,Home Appliances,Microwave,2,17144.12,0.05,32573.83,3524.76
ORD-0111,2025-07-12,1107,Customer 1107,East,Odisha,Bhubaneswar,Home Appliances,Microwave,3,8903.37,0.1,24039.1,932.76
ORD-0112,2025-08-15,1232,Customer 1232,North,Haryana,Gurugram,Office Supplies,Stapler,2,250.89,0.2,401.42,26.07
ORD-0113,2025-08-15,1211,Customer 1211,West,Goa,Panaji,Furniture,Table Lamp,4,818.28,0.05,3109.46,479.05
ORD-0114,2025-10-23,1201,Customer 1201,North,Delhi,New Delhi,Furniture,Desk,1,13191.9,0.1,11872.71,1772.65
ORD-0115,2025-04-12,1222,Customer 1222,South,Kerala,Kozhikode,Office Supplies,Pen Set,2,141.24,0.05,268.36,44.78
ORD-0116,2025-01-12,1047,Customer 1047,North,Haryana,Gurugram,Technology,Monitor,3,18518.92,0.15,47223.25,7125.51
ORD-0117,2025-12-31,1059,Customer 1059,South,Kerala,Kozhikode,Furniture,Office Chair,2,6473.12,0.1,11651.62,2555.45
ORD-0118,2025-01-07,1117,Customer 1117,West,Gujarat,Ahmedabad,Technology,Monitor,1,11503.79,0.0,11503.79,1197.59
ORD-0119,2025-04-13,1187,Customer 1187,West,Rajasthan,Udaipur,Office Supplies,Stapler,1,334.56,0.05,317.83,45.03
ORD-0120,2025-07-02,1218,Customer 1218,West,Goa,Panaji,Office Supplies,File Folder,4,120.14,0.15,408.48,53.28
ORD-0121,2025-04-18,1170,Customer 1170,North,Uttar Pradesh,Lucknow,Technology,Monitor,2,9317.21,0.15,15839.26,456.81
ORD-0122,2025-02-08,1227,Customer 1227,East,Jharkhand,Ranchi,Technology,Monitor,4,9684.89,0.0,38739.56,1843.08
ORD-0123,2025-12-25,1158,Customer 1158,West,Maharashtra,Pune,Home Appliances,Air Cooler,4,13638.24,0.0,54552.96,3584.15
ORD-0124,2025-10-20,1190,Customer 1190,East,Odisha,Bhubaneswar,Furniture,Desk,1,11158.98,0.15,9485.13,604.58
ORD-0125,2025-10-20,1250,Customer 1250,East,Bihar,Patna,Technology,Mouse,5,762.58,0.1,3431.61,691.3
ORD-0126,2025-07-18,1153,Customer 1153,South,Kerala,Thiruvananthapuram,Home Appliances,Electric Kettle,4,1349.47,0.05,5127.99,1033.73
ORD-0127,2025-11-09,1226,Customer 1226,South,Tamil Nadu,Chennai,Office Supplies,File Folder,2,45.14,0.2,72.22,12.76
ORD-0128,2025-08-29,1122,Customer 1122,North,Haryana,Faridabad,Furniture,Office Chair,5,9122.8,0.1,41052.6,4456.67
ORD-0129,2025-03-30,1239,Customer 1239,South,Kerala,Kochi,Office Supplies,Pen Set,1,457.97,0.15,389.27,49.32
ORD-0130,2025-08-14,1195,Customer 1195,North,Delhi,New Delhi,Office Supplies,Stapler,4,131.69,0.05,500.42,99.22
ORD-0131,2025-06-25,1133,Customer 1133,West,Gujarat,Surat,Furniture,Table Lamp,2,1924.99,0.2,3079.98,135.29
ORD-0132,2025-08-12,1045,Customer 1045,South,Telangana,Hyderabad,Technology,Laptop,5,81260.55,0.1,365672.48,57567.45
ORD-0133,2025-12-02,1147,Customer 1147,North,Punjab,Ludhiana,Technology,Headphones,4,6133.37,0.15,20853.46,3211.95
ORD-0134,2025-06-04,1191,Customer 1191,South,Telangana,Hyderabad,Technology,Headphones,4,2119.91,0.15,7207.69,1555.15
ORD-0135,2025-06-07,1107,Customer 1107,South,Telangana,Hyderabad,Office Supplies,Printer Paper,2,577.19,0.15,981.22,148.25
ORD-0136,2025-01-17,1233,Customer 1233,South,Karnataka,Bengaluru,Home Appliances,Vacuum Cleaner,2,11340.06,0.1,20412.11,4002.67
ORD-0137,2025-03-01,1063,Customer 1063,North,Uttar Pradesh,Noida,Furniture,Desk,5,8537.65,0.15,36285.01,6571.43
ORD-0138,2025-07-12,1145,Customer 1145,East,Odisha,Bhubaneswar,Office Supplies,Notebook,2,100.17,0.15,170.29,35.96
ORD-0139,2025-01-07,1125,Customer 1125,West,Rajasthan,Udaipur,Home Appliances,Air Cooler,5,7199.11,0.05,34195.77,4005.67
ORD-0140,2025-01-04,1029,Customer 1029,South,Tamil Nadu,Coimbatore,Furniture,Desk,1,8532.9,0.15,7252.96,883.61
ORD-0141,2025-03-25,1175,Customer 1175,East,Odisha,Bhubaneswar,Office Supplies,Stapler,3,210.18,0.2,504.43,35.26
ORD-0142,2025-05-27,1006,Customer 1006,West,Goa,Panaji,Technology,Headphones,1,3765.33,0.05,3577.06,317.49
ORD-0143,2025-10-08,1241,Customer 1241,West,Goa,Panaji,Furniture,Filing Cabinet,4,10064.75,0.05,38246.05,5790.91
ORD-0144,2025-03-20,1008,Customer 1008,North,Delhi,New Delhi,Technology,Laptop,3,78791.33,0.1,212736.59,35626.97
ORD-0145,2025-01-15,1046,Customer 1046,South,Karnataka,Mysuru,Technology,Mouse,1,401.72,0.1,361.55,57.64
ORD-0146,2025-04-27,1214,Customer 1214,East,Bihar,Patna,Technology,Laptop,2,76902.36,0.05,146114.48,20671.52
ORD-0147,2025-02-01,1166,Customer 1166,South,Karnataka,Bengaluru,Furniture,Desk,3,17424.73,0.15,44433.06,8832.78
ORD-0148,2025-03-17,1145,Customer 1145,East,West Bengal,Kolkata,Furniture,Bookshelf,1,8567.24,0.0,8567.24,1185.79
ORD-0149,2025-12-19,1242,Customer 1242,East,Jharkhand,Ranchi,Technology,Monitor,2,15945.15,0.15,27106.75,1134.99
ORD-0150,2025-05-02,1174,Customer 1174,South,Karnataka,Mysuru,Furniture,Desk,2,19321.61,0.0,38643.22,5510.81
ORD-0151,2025-03-14,1006,Customer 1006,West,Gujarat,Ahmedabad,Technology,Keyboard,1,1976.31,0.15,1679.86,262.84
ORD-0152,2025-07-27,1084,Customer 1084,West,Rajasthan,Jaipur,Furniture,Bookshelf,4,8779.81,0.1,31607.32,4580.93
ORD-0153,2025-01-12,1246,Customer 1246,South,Karnataka,Mysuru,Home Appliances,Microwave,4,9595.45,0.15,32624.53,1971.3
ORD-0154,2025-11-05,1119,Customer 1119,East,West Bengal,Kolkata,Home Appliances,Vacuum Cleaner,3,6616.73,0.0,19850.19,3261.28
ORD-0155,2025-08-31,1202,Customer 1202,West,Rajasthan,Udaipur,Home Appliances,Blender,3,3602.81,0.05,10268.01,647.15
ORD-0156,2025-10-20,1024,Customer 1024,West,Gujarat,Ahmedabad,Technology,Headphones,4,5465.03,0.1,19674.11,2540.72
ORD-0157,2025-12-20,1117,Customer 1117,East,Odisha,Bhubaneswar,Office Supplies,Notebook,4,315.82,0.15,1073.79,134.05
ORD-0158,2025-01-18,1237,Customer 1237,South,Kerala,Kozhikode,Office Supplies,Printer Paper,5,543.25,0.0,2716.25,414.19
ORD-0159,2025-01-02,1078,Customer 1078,East,Odisha,Bhubaneswar,Office Supplies,Printer Paper,5,591.75,0.05,2810.81,195.83
ORD-0160,2025-11-22,1231,Customer 1231,East,Odisha,Bhubaneswar,Office Supplies,Notebook,1,185.59,0.2,148.47,11.91
ORD-0161,2025-06-13,1184,Customer 1184,East,Jharkhand,Ranchi,Office Supplies,Notebook,5,144.0,0.0,720.0,145.0
ORD-0162,2025-12-27,1094,Customer 1094,North,Punjab,Ludhiana,Home Appliances,Microwave,1,12494.34,0.1,11244.91,2481.12
ORD-0163,2025-06-24,1107,Customer 1107,East,West Bengal,Kolkata,Furniture,Table Lamp,5,1927.08,0.1,8671.86,1466.54
ORD-0164,2025-05-10,1078,Customer 1078,West,Maharashtra,Pune,Office Supplies,Stapler,1,295.29,0.15,251.0,15.61
ORD-0165,2025-06-28,1161,Customer 1161,North,Haryana,Gurugram,Furniture,Filing Cabinet,4,6335.09,0.2,20272.29,4734.06
ORD-0166,2025-08-11,1039,Customer 1039,South,Kerala,Kochi,Furniture,Office Chair,3,11866.16,0.1,32038.63,2689.27
ORD-0167,2025-01-08,1234,Customer 1234,East,Odisha,Bhubaneswar,Technology,Mouse,2,663.69,0.1,1194.64,94.05
ORD-0168,2025-04-24,1218,Customer 1218,North,Haryana,Gurugram,Office Supplies,Printer Paper,2,497.14,0.15,845.14,136.49
ORD-0169,2025-01-01,1033,Customer 1033,South,Telangana,Hyderabad,Home Appliances,Blender,3,7204.38,0.15,18371.17,2883.68
ORD-0170,2025-03-04,1198,Customer 1198,South,Tamil Nadu,Coimbatore,Furniture,Table Lamp,1,2692.81,0.2,2154.25,413.22
ORD-0171,2025-04-12,1098,Customer 1098,West,Goa,Panaji,Office Supplies,Notebook,4,260.25,0.15,884.85,146.26
ORD-0172,2025-03-30,1054,Customer 1054,West,Maharashtra,Pune,Office Supplies,File Folder,5,85.44,0.05,405.84,42.0
ORD-0173,2025-08-12,1049,Customer 1049,North,Delhi,New Delhi,Home Appliances,Vacuum Cleaner,1,9444.19,0.0,9444.19,1501.0
ORD-0174,2025-03-26,1003,Customer 1003,South,Tamil Nadu,Chennai,Furniture,Desk,2,21272.18,0.15,36162.71,6943.67
ORD-0175,2025-10-27,1037,Customer 1037,North,Punjab,Ludhiana,Technology,Mouse,4,1251.07,0.1,4503.85,799.94
ORD-0176,2025-04-17,1151,Customer 1151,North,Delhi,New Delhi,Office Supplies,Pen Set,5,459.21,0.0,2296.05,515.36
ORD-0177,2025-02-21,1078,Customer 1078,South,Karnataka,Mysuru,Technology,Headphones,3,6591.71,0.1,17797.62,2865.11
ORD-0178,2025-03-31,1132,Customer 1132,South,Kerala,Kochi,Furniture,Desk,1,14837.22,0.0,14837.22,2710.81
ORD-0179,2025-02-05,1184,Customer 1184,South,Kerala,Thiruvananthapuram,Office Supplies,Notebook,4,210.56,0.15,715.9,112.61
ORD-0180,2025-10-04,1118,Customer 1118,North,Haryana,Faridabad,Furniture,Bookshelf,4,5824.64,0.0,23298.56,3577.15
ORD-0181,2025-02-18,1208,Customer 1208,East,Jharkhand,Ranchi,Technology,Monitor,2,12323.38,0.05,23414.42,3692.58
ORD-0182,2025-08-30,1164,Customer 1164,North,Punjab,Amritsar,Office Supplies,Printer Paper,5,317.21,0.1,1427.44,294.96
ORD-0183,2025-06-09,1199,Customer 1199,West,Rajasthan,Udaipur,Technology,Headphones,3,2545.29,0.05,7254.08,1067.33
ORD-0184,2025-02-11,1067,Customer 1067,West,Maharashtra,Pune,Furniture,Bookshelf,5,9740.78,0.1,43833.51,10225.93
ORD-0185,2025-06-16,1032,Customer 1032,South,Tamil Nadu,Coimbatore,Office Supplies,Stapler,5,146.21,0.0,731.05,155.92
ORD-0186,2025-07-15,1231,Customer 1231,West,Gujarat,Ahmedabad,Home Appliances,Blender,5,5095.3,0.0,25476.5,4960.67
ORD-0187,2025-02-27,1125,Customer 1125,West,Gujarat,Surat,Technology,Monitor,3,11474.22,0.0,34422.66,3910.69
ORD-0188,2025-05-30,1008,Customer 1008,West,Gujarat,Surat,Office Supplies,Printer Paper,4,285.51,0.2,913.63,131.65
ORD-0189,2025-01-12,1055,Customer 1055,South,Tamil Nadu,Chennai,Office Supplies,Printer Paper,1,370.34,0.2,296.27,38.57
ORD-0190,2025-01-05,1118,Customer 1118,West,Goa,Panaji,Office Supplies,Stapler,4,425.91,0.1,1533.28,292.44
ORD-0191,2025-06-10,1032,Customer 1032,East,Bihar,Patna,Furniture,Desk,5,19391.01,0.1,87259.54,16241.41
ORD-0192,2025-09-15,1085,Customer 1085,North,Punjab,Amritsar,Technology,Monitor,3,12107.72,0.1,32690.84,6451.97
ORD-0193,2025-05-23,1163,Customer 1163,South,Karnataka,Mysuru,Furniture,Table Lamp,4,2658.28,0.0,10633.12,2369.62
ORD-0194,2025-06-07,1234,Customer 1234,West,Gujarat,Surat,Furniture,Filing Cabinet,3,12110.27,0.05,34514.27,2017.23
ORD-0195,2025-10-03,1206,Customer 1206,South,Karnataka,Mysuru,Furniture,Bookshelf,2,9127.78,0.15,15517.23,766.15
ORD-0196,2025-08-26,1054,Customer 1054,South,Telangana,Hyderabad,Home Appliances,Blender,5,4087.66,0.2,16350.64,2973.92
ORD-0197,2025-03-20,1025,Customer 1025,South,Telangana,Hyderabad,Furniture,Filing Cabinet,4,5719.69,0.1,20590.88,1198.28
ORD-0198,2025-06-09,1134,Customer 1134,South,Kerala,Kozhikode,Office Supplies,Stapler,5,125.84,0.1,566.28,62.41
